"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","COUNTYICP","STRATA","GQ","OWNERSHP","OWNERSHPD","PERNUM","PERWT","FAMSIZE","MARST","RACE","RACED","HISPAN","HISPAND","HCOVANY","HCOVPRIV","HINSCAID","HINSCARE","EDUC","EDUCD","INCTOT","FTOTINC","INCWAGE","INCWELFR","POVERTY"
2023,202301,28314,2023010001382,37.0,2023000283141,250,250204,3,0,0,1,37.0,1,6,1,100,0,0,2,1,2,2,6,63,0,9999999,0,0,0
2023,202301,28338,2023010002318,38.0,2023000283381,250,250204,4,0,0,1,38.0,1,6,2,200,0,0,2,2,1,1,7,71,1500,9999999,1500,0,0
2023,202301,28358,2023010003223,2.0,2023000283581,250,250204,4,0,0,1,2.0,1,6,2,200,0,0,2,2,1,1,7,71,350,9999999,350,0,0
2023,202301,28404,2023010005244,70.0,2023000284041,250,250304,4,0,0,1,70.0,1,6,1,100,0,0,1,1,1,1,6,61,0,9999999,0,0,0
2023,202301,28440,2023010006733,5.0,2023000284401,250,250304,4,0,0,1,5.0,1,5,1,100,0,0,2,1,2,2,10,101,0,9999999,0,0,0
2023,202301,28455,2023010007481,2.0,2023000284551,250,250204,4,0,0,1,2.0,1,6,7,700,1,100,2,2,1,1,6,63,3500,9999999,3500,0,0
2023,202301,28481,2023010008362,72.0,2023000284811,250,250304,3,0,0,1,72.0,1,6,1,100,0,0,1,1,1,1,7,71,0,9999999,0,0,0
2023,202301,28524,2023010010439,20.0,2023000285241,250,250304,3,0,0,1,20.0,1,6,7,700,1,100,1,1,1,1,2,26,9999999,9999999,999999,99999,0
2023,202301,28556,2023010012156,85.0,2023000285561,250,250304,3,0,0,1,85.0,1,5,9,904,1,100,1,1,1,1,6,63,56300,9999999,0,0,0
2023,202301,28595,2023010013564,42.0,2023000285951,250,250204,4,0,0,1,42.0,1,6,6,610,0,0,2,2,1,1,6,63,0,9999999,0,0,0
2023,202301,28740,2023010019651,8.0,2023000287401,250,250304,4,0,0,1,8.0,1,6,8,801,0,0,2,1,2,1,8,81,30400,9999999,30400,0,0
2023,202301,28832,2023010023083,1.0,2023000288321,250,250204,4,0,0,1,1.0,1,6,6,630,0,0,2,2,1,1,7,71,1100,9999999,1100,0,0
2023,202301,28865,2023010024712,11.0,2023000288651,250,250304,4,0,0,1,11.0,1,4,1,100,0,0,1,1,1,1,8,81,35000,9999999,35000,0,0
2023,202301,28929,2023010027056,16.0,2023000289291,250,250304,4,0,0,1,16.0,1,4,1,100,0,0,1,1,1,1,8,81,35000,9999999,35000,0,0
2023,202301,28933,2023010027108,2.0,2023000289331,250,250304,4,0,0,1,2.0,1,4,1,100,0,0,1,1,1,1,8,81,0,9999999,0,0,0
2023,202301,28940,2023010027348,2.0,2023000289401,250,250204,4,0,0,1,2.0,1,6,1,100,0,0,2,2,1,1,7,71,470,9999999,470,0,0
2023,202301,28951,2023010027976,2.0,2023000289511,250,250204,4,0,0,1,2.0,1,6,7,700,0,0,2,2,1,1,7,71,0,9999999,0,0,0
2023,202301,28992,2023010029628,18.0,2023000289921,250,250204,4,0,0,1,18.0,1,6,8,822,0,0,2,2,1,1,7,71,3700,9999999,0,0,0
2023,202301,29061,2023010032688,61.0,2023000290611,250,250304,4,0,0,1,61.0,1,6,1,100,1,100,2,1,2,1,6,63,30400,9999999,30400,0,0
2023,202301,29109,2023010035048,10.0,2023000291091,250,250304,4,0,0,1,10.0,1,6,1,100,0,0,2,1,2,1,10,101,42500,9999999,42500,0,0
2023,202301,29160,2023010037132,2.0,2023000291601,250,250204,4,0,0,1,2.0,1,6,2,200,0,0,2,2,1,1,7,71,1500,9999999,1500,0,0
2023,202301,29163,2023010037369,16.0,2023000291631,250,250204,4,0,0,1,16.0,1,6,1,100,2,200,2,2,1,1,7,71,4000,9999999,4000,0,0
2023,202301,29243,2023010040296,83.0,2023000292431,250,250304,3,0,0,1,83.0,1,3,1,100,0,0,2,2,1,1,10,101,56000,9999999,0,0,0
2023,202301,29285,2023010042165,114.0,2023000292851,250,250204,3,0,0,1,114.0,1,2,1,100,0,0,2,1,2,2,8,81,30200,9999999,0,0,0
2023,202301,29393,2023010047210,9.0,2023000293931,250,250204,4,0,0,1,9.0,1,6,7,700,2,200,1,1,1,1,6,65,0,9999999,0,0,0
2023,202301,29440,2023010049374,57.0,2023000294401,250,250304,4,0,0,1,57.0,1,5,1,100,0,0,2,1,1,2,5,50,13200,9999999,0,0,0
2023,202301,29448,2023010049741,46.0,2023000294481,250,250204,4,0,0,1,46.0,1,6,1,100,0,0,2,2,1,1,7,71,0,9999999,0,0,0
2023,202301,29460,2023010050174,2.0,2023000294601,250,250304,4,0,0,1,2.0,1,4,1,100,0,0,2,1,2,1,6,65,0,9999999,0,0,0
2023,202301,29472,2023010050993,39.0,2023000294721,250,250204,4,0,0,1,39.0,1,6,8,824,0,0,2,2,1,1,7,71,0,9999999,0,0,0
2023,202301,29507,2023010052914,16.0,2023000295071,250,250204,4,0,0,1,16.0,1,2,1,100,0,0,2,1,2,1,6,63,4200,9999999,4200,0,0
2023,202301,29528,2023010053834,53.0,2023000295281,250,250204,4,0,0,1,53.0,1,6,2,200,0,0,2,2,1,1,7,71,1500,9999999,1500,0,0
2023,202301,29615,2023010057446,82.0,2023000296151,250,250304,4,0,0,1,82.0,1,6,1,100,0,0,2,1,2,2,6,63,8460,9999999,2500,0,0
2023,202301,29619,2023010057553,21.0,2023000296191,250,250304,3,0,0,1,21.0,1,3,1,100,0,0,2,2,2,2,11,116,6500,9999999,0,0,0
2023,202301,29624,2023010057836,22.0,2023000296241,250,250204,4,0,0,1,22.0,1,4,1,100,0,0,2,1,2,1,6,61,20300,9999999,20300,0,0
2023,202301,29629,2023010058077,19.0,2023000296291,250,250304,4,0,0,1,19.0,1,6,1,100,0,0,2,2,1,1,7,71,7500,9999999,7500,0,0
2023,202301,29650,2023010058916,11.0,2023000296501,250,250304,4,0,0,1,11.0,1,6,6,610,0,0,2,2,1,1,6,63,0,9999999,0,0,0
2023,202301,29652,2023010059109,47.0,2023000296521,250,250204,4,0,0,1,47.0,1,6,1,100,2,200,2,2,1,1,7,71,4000,9999999,4000,0,0
2023,202301,29685,2023010060723,18.0,2023000296851,250,250204,4,0,0,1,18.0,1,6,6,610,0,0,2,2,1,1,10,101,0,9999999,0,0,0
2023,202301,29728,2023010062487,56.0,2023000297281,250,250204,4,0,0,1,56.0,1,6,1,100,0,0,2,2,1,1,7,71,0,9999999,0,0,0
2023,202301,29769,2023010064527,8.0,2023000297691,250,250304,4,0,0,1,8.0,1,4,8,801,0,0,1,1,1,1,8,81,32700,9999999,32700,0,0
2023,202301,29817,2023010066389,36.0,2023000298171,250,250204,4,0,0,1,36.0,1,6,1,100,0,0,2,2,1,1,7,71,0,9999999,0,0,0
2023,202301,29887,2023010069627,7.0,2023000298871,250,250204,4,0,0,1,7.0,1,5,1,100,0,0,2,2,1,2,10,101,31200,9999999,0,0,0
2023,202301,29917,2023010070946,47.0,2023000299171,250,250204,4,0,0,1,47.0,1,6,7,700,1,100,2,2,1,1,6,63,3500,9999999,3500,0,0
2023,202301,29923,2023010071140,6.0,2023000299231,250,250204,3,0,0,1,6.0,1,6,1,100,0,0,1,1,1,1,6,64,0,9999999,0,0,0
2023,202301,29934,2023010071980,51.0,2023000299341,250,250204,4,0,0,1,51.0,1,6,7,700,1,100,2,2,1,1,7,71,580,9999999,580,0,0
2023,202301,29949,2023010072759,10.0,2023000299491,250,250204,4,0,0,1,10.0,1,6,1,100,0,0,2,2,1,1,7,71,7500,9999999,7500,0,0
2023,202301,29955,2023010072951,43.0,2023000299551,250,250204,4,0,0,1,43.0,1,6,6,630,0,0,2,2,1,1,7,71,2000,9999999,2000,0,0
2023,202301,29987,2023010074508,45.0,2023000299871,250,250204,4,0,0,1,45.0,1,6,1,100,0,0,2,2,1,1,7,71,7500,9999999,7500,0,0
2023,202301,29991,2023010074776,22.0,2023000299911,250,250204,4,0,0,1,22.0,1,6,1,100,0,0,2,2,1,1,7,71,0,9999999,0,0,0
2023,202301,30069,2023010078751,45.0,2023000300691,250,250204,3,0,0,1,45.0,1,3,1,100,0,0,2,2,2,2,11,116,6500,9999999,0,0,0
2023,202301,30096,2023010079741,1.0,2023000300961,250,250204,4,0,0,1,1.0,1,6,1,100,0,0,2,2,1,1,7,71,4000,9999999,4000,0,0
2023,202301,30121,2023010080734,54.0,2023000301211,250,250204,4,0,0,1,54.0,1,6,1,100,0,0,2,2,1,1,7,71,7500,9999999,7500,0,0
2023,202301,30183,2023010083924,1.0,2023000301831,250,250204,4,0,0,1,1.0,1,6,7,700,1,100,2,2,1,1,7,71,580,9999999,580,0,0
2023,202301,30208,2023010085115,70.0,2023000302081,250,250204,4,0,0,1,70.0,1,6,7,700,0,0,2,2,1,1,7,71,0,9999999,0,0,0
2023,202301,30249,2023010086834,54.0,2023000302491,250,250204,4,0,0,1,54.0,1,6,6,600,0,0,2,2,1,1,7,71,5000,9999999,5000,0,0
2023,202301,30255,2023010087176,9.0,2023000302551,250,250304,4,0,0,1,9.0,1,6,3,315,0,0,1,1,1,1,6,61,36000,9999999,36000,0,0
2023,202301,30282,2023010088081,59.0,2023000302821,250,250204,4,0,0,1,59.0,1,6,6,600,0,0,2,2,1,1,7,71,5000,9999999,5000,0,0
2023,202301,30283,2023010088125,5.0,2023000302831,250,250204,4,0,0,1,5.0,1,4,8,802,0,0,2,1,2,1,7,71,43000,9999999,43000,0,0
2023,202301,30359,2023010091637,64.0,2023000303591,250,250304,3,0,0,1,64.0,1,6,1,100,0,0,2,1,2,2,7,71,25000,9999999,0,0,0
2023,202301,30382,2023010092098,74.0,2023000303821,250,250304,3,0,0,1,74.0,1,6,1,100,0,0,1,1,1,1,7,71,2000,9999999,2000,0,0
2023,202301,30384,2023010092132,67.0,2023000303841,250,250204,4,0,0,1,67.0,1,6,1,100,0,0,2,2,1,1,7,71,4000,9999999,4000,0,0
2023,202301,30388,2023010092170,8.0,2023000303881,250,250204,4,0,0,1,8.0,1,6,1,100,0,0,2,2,1,1,7,71,0,9999999,0,0,0
2023,202301,30417,2023010093632,140.0,2023000304171,250,250204,3,0,0,1,140.0,1,2,1,100,0,0,2,1,2,2,8,81,30200,9999999,0,0,0
2023,202301,30488,2023010096734,7.0,2023000304881,250,250204,4,0,0,1,7.0,1,4,8,802,0,0,2,1,2,1,7,71,43000,9999999,43000,0,0
2023,202301,30498,2023010097102,131.0,2023000304981,250,250204,4,0,0,1,131.0,1,6,1,100,0,0,2,1,2,2,6,63,8460,9999999,2500,0,0
2023,202301,30512,2023010097512,82.0,2023000305121,250,250304,3,0,0,1,82.0,1,4,1,100,0,0,1,1,1,1,6,64,14100,9999999,0,0,0
2023,202301,30517,2023010097690,24.0,2023000305171,250,250204,4,0,0,1,24.0,1,4,8,802,0,0,2,1,2,1,7,71,21800,9999999,800,0,0
2023,202301,30531,2023010098798,3.0,2023000305311,250,250204,4,0,0,1,3.0,1,6,1,100,0,0,2,1,2,1,0,2,0,9999999,0,0,0
2023,202301,30615,2023010102616,44.0,2023000306151,250,250204,3,0,0,1,44.0,1,6,1,100,0,0,2,1,2,2,7,71,25000,9999999,0,0,0
2023,202301,30616,2023010102683,70.0,2023000306161,250,250304,4,0,0,1,70.0,1,6,1,100,0,0,2,1,2,2,7,71,0,9999999,0,0,0
2023,202301,30657,2023010104963,44.0,2023000306571,250,250204,4,0,0,1,44.0,1,6,2,200,0,0,2,2,1,1,7,71,1500,9999999,1500,0,0
2023,202301,30721,2023010107732,3.0,2023000307211,250,250304,4,0,0,1,3.0,1,5,1,100,0,0,2,1,2,2,10,101,0,9999999,0,0,0
2023,202301,30734,2023010108254,10.0,2023000307341,250,250204,4,0,0,1,10.0,1,6,8,824,0,0,2,2,1,1,7,71,0,9999999,0,0,0
2023,202301,30790,2023010110553,92.0,2023000307901,250,250304,4,0,0,1,92.0,1,6,2,200,0,0,2,1,2,1,6,63,17000,9999999,17000,0,0
2023,202301,30814,2023010111790,61.0,2023000308141,250,250204,4,0,0,1,61.0,1,6,1,100,0,0,2,2,1,1,6,63,0,9999999,0,0,0
2023,202301,30815,2023010111817,50.0,2023000308151,250,250204,4,0,0,1,50.0,1,6,6,600,0,0,2,2,1,1,7,71,5000,9999999,5000,0,0
2023,202301,30830,2023010112526,43.0,2023000308301,250,250204,4,0,0,1,43.0,1,6,7,700,2,200,1,1,1,1,7,71,0,9999999,0,0,0
2023,202301,30858,2023010113805,9.0,2023000308581,250,250204,4,0,0,1,9.0,1,6,1,100,0,0,2,2,1,1,6,63,0,9999999,0,0,0
2023,202301,30868,2023010114383,44.0,2023000308681,250,250204,3,0,0,1,44.0,1,2,1,100,0,0,2,1,2,2,8,81,30200,9999999,0,0,0
2023,202301,30869,2023010114438,15.0,2023000308691,250,250204,4,0,0,1,15.0,1,6,1,100,0,0,2,1,2,1,10,101,42500,9999999,42500,0,0
2023,202301,30882,2023010115134,63.0,2023000308821,250,250204,3,0,0,1,63.0,1,3,1,100,0,0,2,2,2,2,11,116,6500,9999999,0,0,0
2023,202301,30887,2023010115331,8.0,2023000308871,250,250204,4,0,0,1,8.0,1,6,1,100,0,0,2,2,1,1,6,63,10100,9999999,6500,0,0
2023,202301,30913,2023010116524,23.0,2023000309131,250,250204,4,0,0,1,23.0,1,6,2,200,0,0,2,2,1,1,7,71,350,9999999,350,0,0
2023,202301,30921,2023010116878,4.0,2023000309211,250,250204,4,0,0,1,4.0,1,6,1,100,0,0,2,1,2,2,7,71,0,9999999,0,0,0
2023,202301,31078,2023010123502,2.0,2023000310781,250,250204,4,0,0,1,2.0,1,6,1,100,0,0,2,2,1,1,6,63,0,9999999,0,0,0
2023,202301,31083,2023010123662,7.0,2023000310831,250,250204,4,0,0,1,7.0,1,6,1,100,0,0,2,2,1,1,7,71,2500,9999999,2500,0,0
2023,202301,31181,2023010128233,50.0,2023000311811,250,250204,4,0,0,1,50.0,1,6,2,200,0,0,2,2,1,1,7,71,1500,9999999,1500,0,0
2023,202301,31241,2023010131444,9.0,2023000312411,250,250304,3,0,0,1,9.0,1,6,2,200,0,0,2,1,2,2,3,30,0,9999999,0,0,0
2023,202301,31279,2023010133204,7.0,2023000312791,250,250204,4,0,0,1,7.0,1,4,7,700,1,100,2,1,2,1,6,64,15000,9999999,15000,0,0
2023,202301,31316,2023010134876,29.0,2023000313161,250,250204,4,0,0,1,29.0,1,4,1,100,0,0,2,1,2,1,7,71,76000,9999999,0,0,0
2023,202301,31397,2023010138179,15.0,2023000313971,250,250204,4,0,0,1,15.0,1,6,1,100,0,0,2,2,1,1,7,71,0,9999999,0,0,0
2023,202301,31423,2023010139124,10.0,2023000314231,250,250304,4,0,0,1,10.0,1,3,1,100,0,0,2,1,2,1,6,63,58900,9999999,55000,0,0
2023,202301,31427,2023010139291,58.0,2023000314271,250,250204,4,0,0,1,58.0,1,6,8,822,0,0,2,2,1,1,7,71,3700,9999999,0,0,0
2023,202301,31448,2023010140601,8.0,2023000314481,250,250204,4,0,0,1,8.0,1,6,6,600,0,0,2,2,1,1,7,71,5000,9999999,5000,0,0
2023,202301,31454,2023010140780,55.0,2023000314541,250,250204,4,0,0,1,55.0,1,6,7,700,1,100,2,2,1,1,6,63,3500,9999999,3500,0,0
2023,202301,31486,2023010142127,47.0,2023000314861,250,250204,4,0,0,1,47.0,1,6,1,100,0,0,2,1,1,1,8,81,13400,9999999,0,0,0
2023,202301,31489,2023010142298,106.0,2023000314891,250,250304,4,0,0,1,106.0,1,2,7,700,1,100,2,1,2,1,4,40,0,9999999,0,0,0
2023,202301,31542,2023010144139,7.0,2023000315421,250,250204,4,0,0,1,7.0,1,6,1,100,0,0,2,1,1,1,8,81,13400,9999999,0,0,0
2023,202301,31545,2023010144291,11.0,2023000315451,250,250304,4,0,0,1,11.0,1,4,1,100,0,0,2,1,1,2,10,101,14500,9999999,0,0,0
2023,202301,31555,2023010144794,3.0,2023000315551,250,250204,4,0,0,1,3.0,1,2,1,100,0,0,2,1,2,1,0,2,4200,9999999,4200,0,0
2023,202301,31602,2023010146603,5.0,2023000316021,250,250204,4,0,0,1,5.0,1,2,1,100,0,0,2,2,1,1,6,63,40000,9999999,40000,0,0
2023,202301,31616,2023010147258,21.0,2023000316161,250,250204,4,0,0,1,21.0,1,6,3,315,0,0,2,1,2,2,0,2,30000,9999999,0,0,0
2023,202301,31713,2023010150994,26.0,2023000317131,250,250304,4,0,0,1,26.0,1,4,1,100,0,0,2,2,1,1,10,101,339000,9999999,0,0,0
2023,202301,31740,2023010152428,9.0,2023000317401,250,250304,4,0,0,1,9.0,1,4,8,801,0,0,1,1,1,1,8,81,32700,9999999,32700,0,0
2023,202301,31771,2023010154288,69.0,2023000317711,250,250304,3,0,0,1,69.0,1,6,1,100,0,0,1,1,1,1,6,64,8900,9999999,2600,6300,0
2023,202301,31777,2023010154577,43.0,2023000317771,250,250204,4,0,0,1,43.0,1,6,2,200,0,0,2,2,1,1,7,71,350,9999999,350,0,0
2023,202301,31907,2023010159592,32.0,2023000319071,250,250304,4,0,0,1,32.0,1,4,1,100,0,0,2,1,1,2,10,101,14500,9999999,0,0,0
2023,202301,31968,2023010162057,36.0,2023000319681,250,250204,3,0,0,1,36.0,1,2,1,100,0,0,2,1,2,2,10,101,4800,9999999,0,0,0
2023,202301,32045,2023010165176,84.0,2023000320451,250,250304,3,0,0,1,84.0,1,6,2,200,0,0,2,2,1,1,3,30,53020,9999999,32200,0,0
2023,202301,32097,2023010167444,15.0,2023000320971,250,250204,4,0,0,1,15.0,1,6,6,610,0,0,2,2,1,1,6,63,0,9999999,0,0,0
2023,202301,32123,2023010168470,8.0,2023000321231,250,250204,3,0,0,1,8.0,1,6,3,361,1,100,2,2,2,1,4,40,0,9999999,0,0,0
2023,202301,32127,2023010168630,46.0,2023000321271,250,250204,4,0,0,1,46.0,1,6,2,200,0,0,2,2,1,1,7,71,350,9999999,350,0,0
2023,202301,32184,2023010171005,45.0,2023000321841,250,250304,3,0,0,1,45.0,1,2,1,100,0,0,2,1,2,2,8,81,30200,9999999,0,0,0
2023,202301,32193,2023010171291,10.0,2023000321931,250,250204,4,0,0,1,10.0,1,6,1,100,0,0,2,1,2,2,7,71,0,9999999,0,0,0
2023,202301,32205,2023010171806,36.0,2023000322051,250,250204,4,0,0,1,36.0,1,6,1,100,0,0,2,2,1,1,7,71,470,9999999,470,0,0
2023,202301,32210,2023010172019,3.0,2023000322101,250,250204,3,0,0,1,3.0,1,5,8,845,4,415,2,1,2,2,6,63,22000,9999999,0,0,0
2023,202301,32274,2023010174678,39.0,2023000322741,250,250304,4,0,0,1,39.0,1,4,8,801,0,0,1,1,1,1,8,81,32700,9999999,32700,0,0
2023,202301,32278,2023010174975,16.0,2023000322781,250,250204,4,0,0,1,16.0,1,6,1,100,0,0,2,1,2,2,6,63,8460,9999999,2500,0,0
2023,202301,32295,2023010175770,21.0,2023000322951,250,250304,4,0,0,1,21.0,1,6,1,100,0,0,2,1,2,2,7,71,0,9999999,0,0,0
2023,202301,32304,2023010176172,45.0,2023000323041,250,250204,4,0,0,1,45.0,1,6,6,610,0,0,2,2,1,1,6,63,0,9999999,0,0,0
2023,202301,32344,2023000000824,73.0,2023000323441,250,250304,1,2,22,1,73.0,1,4,1,100,0,0,2,2,1,2,8,81,22000,22000,9600,0,153
2023,202301,32409,2023000004385,56.0,2023000324091,250,250304,1,1,13,1,57.0,4,1,1,100,0,0,2,2,1,2,6,63,11010,40610,0,0,130
2023,202301,32409,2023000004385,56.0,2023000324091,250,250304,1,1,13,2,50.0,4,1,8,802,0,0,2,2,2,1,7,71,22800,40610,0,0,130
2023,202301,32409,2023000004385,56.0,2023000324091,250,250304,1,1,13,3,39.0,4,6,1,100,0,0,1,1,1,1,6,63,2000,40610,0,0,130
2023,202301,32409,2023000004385,56.0,2023000324091,250,250304,1,1,13,4,90.0,4,6,8,826,1,100,2,2,1,1,5,50,4800,40610,4800,0,130
2023,202301,32414,2023000004635,14.0,2023000324141,250,250204,1,1,13,1,14.0,2,1,1,100,0,0,2,1,1,2,11,114,57500,209500,0,0,501
2023,202301,32414,2023000004635,14.0,2023000324141,250,250204,1,1,13,2,14.0,2,1,1,100,0,0,2,2,1,1,8,81,152000,209500,35000,0,501
2023,202301,32416,2023000004706,102.0,2023000324161,250,250304,1,1,13,1,103.0,2,4,1,100,0,0,1,1,1,1,8,81,45000,75000,23000,0,375
2023,202301,32416,2023000004706,102.0,2023000324161,250,250304,1,1,13,2,97.0,2,6,1,100,0,0,2,2,1,1,6,65,30000,75000,30000,0,375
2023,202301,32436,2023000005840,41.0,2023000324361,250,250304,1,1,12,1,41.0,1,5,1,100,0,0,2,2,1,2,6,63,52900,52900,0,0,369
2023,202301,32436,2023000005840,41.0,2023000324361,250,250304,1,1,12,2,33.0,2,1,1,100,0,0,2,2,1,1,6,65,69000,99800,69000,0,499
2023,202301,32436,2023000005840,41.0,2023000324361,250,250304,1,1,12,3,33.0,2,1,1,100,0,0,2,2,2,2,6,64,30800,99800,0,0,499
2023,202301,32463,2023000007012,109.0,2023000324631,250,250304,1,1,13,1,109.0,2,1,1,100,1,100,2,2,1,2,8,81,82400,83700,0,0,463
2023,202301,32463,2023000007012,109.0,2023000324631,250,250304,1,1,13,2,79.0,2,1,1,100,1,100,2,1,1,2,7,71,1300,83700,0,0,463
2023,202301,32476,2023000007856,48.0,2023000324761,250,250204,1,1,12,1,48.0,1,4,1,100,0,0,2,2,1,2,10,101,32100,32100,0,0,224
2023,202301,32497,2023000008952,55.0,2023000324971,250,250204,1,1,13,1,55.0,5,4,1,100,0,0,2,1,1,2,10,101,34000,177000,0,0,469
2023,202301,32497,2023000008952,55.0,2023000324971,250,250204,1,1,13,2,54.0,5,4,1,100,0,0,2,2,1,1,6,63,18000,177000,0,0,469
2023,202301,32497,2023000008952,55.0,2023000324971,250,250204,1,1,13,3,53.0,5,6,1,100,0,0,2,2,1,1,10,101,100000,177000,100000,0,469
2023,202301,32497,2023000008952,55.0,2023000324971,250,250204,1,1,13,4,55.0,5,6,1,100,0,0,2,2,1,1,0,1,9999999,177000,999999,99999,469
2023,202301,32497,2023000008952,55.0,2023000324971,250,250204,1,1,13,5,42.0,5,6,1,100,0,0,2,1,2,2,10,101,25000,177000,25000,0,469
2023,202301,32507,2023000009724,72.0,2023000325071,250,250204,1,1,13,1,72.0,2,1,1,100,0,0,2,2,1,1,7,71,40000,47200,40000,0,236
2023,202301,32507,2023000009724,72.0,2023000325071,250,250204,1,1,13,2,67.0,2,1,1,100,0,0,2,2,1,1,8,81,7200,47200,7200,0,236
2023,202301,32526,2023000010861,55.0,2023000325261,250,250204,1,2,22,1,56.0,1,6,8,824,0,0,1,1,1,1,6,61,35000,35000,35000,0,225
2023,202301,32526,2023000010861,55.0,2023000325261,250,250204,1,2,22,2,48.0,1,6,1,100,0,0,1,1,1,1,6,63,50000,50000,50000,0,322
2023,202301,32526,2023000010861,55.0,2023000325261,250,250204,1,2,22,3,48.0,1,6,1,100,0,0,1,1,1,1,6,63,30000,30000,30000,0,193
2023,202301,32594,2023000014935,178.0,2023000325941,250,250204,1,1,12,1,178.0,2,1,1,100,0,0,2,1,1,2,2,23,20400,63200,0,0,350
2023,202301,32594,2023000014935,178.0,2023000325941,250,250204,1,1,12,2,137.0,2,1,1,100,0,0,2,1,1,2,11,114,42800,63200,0,0,350
2023,202301,32604,2023000015391,53.0,2023000326041,250,250204,1,1,12,1,53.0,2,1,1,100,0,0,2,2,1,2,10,101,49000,58700,3500,0,325
2023,202301,32604,2023000015391,53.0,2023000326041,250,250204,1,1,12,2,41.0,2,1,1,100,0,0,2,2,1,2,6,63,9700,58700,0,0,325
2023,202301,32608,2023000015581,136.0,2023000326081,250,250204,1,1,13,1,135.0,2,4,1,100,0,0,2,2,1,1,7,71,65000,100000,65000,0,500
2023,202301,32608,2023000015581,136.0,2023000326081,250,250204,1,1,13,2,112.0,2,6,1,100,0,0,1,1,1,1,7,71,35000,100000,35000,0,500
2023,202301,32610,2023000015768,122.0,2023000326101,250,250204,1,1,12,1,122.0,3,1,1,100,0,0,2,2,1,1,6,61,75000,138000,60000,0,501
2023,202301,32610,2023000015768,122.0,2023000326101,250,250204,1,1,12,2,118.0,3,1,1,100,0,0,2,2,1,1,6,63,63000,138000,63000,0,501
2023,202301,32610,2023000015768,122.0,2023000326101,250,250204,1,1,12,3,83.0,3,6,1,100,0,0,2,2,1,1,1,16,9999999,138000,999999,99999,501
2023,202301,32637,2023000017189,61.0,2023000326371,250,250204,1,1,12,1,61.0,2,1,1,100,0,0,2,2,1,2,7,71,66000,113100,0,0,501
2023,202301,32637,2023000017189,61.0,2023000326371,250,250204,1,1,12,2,47.0,2,1,1,100,0,0,2,2,1,2,10,101,47100,113100,0,0,501
2023,202301,32641,2023000017474,47.0,2023000326411,250,250304,1,1,12,1,47.0,2,1,1,100,0,0,2,2,1,2,7,71,38000,49000,0,0,271
2023,202301,32641,2023000017474,47.0,2023000326411,250,250304,1,1,12,2,55.0,2,1,1,100,0,0,2,1,1,2,6,63,11000,49000,0,0,271
2023,202301,32661,2023000018278,50.0,2023000326611,250,250204,1,1,12,1,50.0,1,4,1,100,0,0,2,2,1,2,11,114,30900,30900,1300,0,216
2023,202301,32665,2023000018459,116.0,2023000326651,250,250304,1,2,22,1,116.0,3,4,1,100,0,0,1,1,1,1,6,65,9700,25000,9700,0,107
2023,202301,32665,2023000018459,116.0,2023000326651,250,250304,1,2,22,2,91.0,3,6,1,100,0,0,2,2,1,1,6,63,9600,25000,9600,0,107
2023,202301,32665,2023000018459,116.0,2023000326651,250,250304,1,2,22,3,111.0,3,6,1,100,0,0,2,2,1,1,6,63,5700,25000,5700,0,107
2023,202301,32690,2023000019574,34.0,2023000326901,250,250204,1,1,13,1,34.0,2,1,1,100,0,0,2,2,1,1,8,81,30000,180000,0,0,501
2023,202301,32690,2023000019574,34.0,2023000326901,250,250204,1,1,13,2,34.0,2,1,1,100,0,0,2,2,1,1,6,65,150000,180000,150000,0,501
2023,202301,32694,2023000019762,122.0,2023000326941,250,250204,1,1,12,1,122.0,1,6,1,100,0,0,1,1,1,1,7,71,13600,13600,13600,0,87
2023,202301,32706,2023000020502,19.0,2023000327061,250,250304,1,1,13,1,19.0,1,5,1,100,0,0,2,2,1,2,8,81,38600,38600,0,0,269
2023,202301,32711,2023000020572,43.0,2023000327111,250,250204,1,1,12,1,43.0,2,1,1,100,0,0,2,1,1,2,10,101,65000,71700,0,0,397
2023,202301,32711,2023000020572,43.0,2023000327111,250,250204,1,1,12,2,42.0,2,1,1,100,0,0,2,1,1,2,10,101,6700,71700,0,0,397
2023,202301,32782,2023000024822,77.0,2023000327821,250,250204,1,1,12,1,76.0,2,5,1,100,0,0,2,1,1,2,7,71,42400,103400,0,0,501
2023,202301,32782,2023000024822,77.0,2023000327821,250,250204,1,1,12,2,73.0,2,4,1,100,0,0,2,1,2,1,6,63,61000,103400,0,0,501
2023,202301,32796,2023000025431,82.0,2023000327961,250,250204,1,1,13,1,82.0,1,4,1,100,0,0,2,1,1,2,10,101,4510,4510,0,0,31
2023,202301,32838,2023000027734,53.0,2023000328381,250,250204,1,2,22,1,53.0,2,4,1,100,0,0,2,1,2,1,6,63,29500,52500,23000,0,262
2023,202301,32838,2023000027734,53.0,2023000328381,250,250204,1,2,22,2,51.0,2,4,1,100,0,0,2,2,2,1,8,81,23000,52500,23000,0,262
2023,202301,32892,2023000029893,50.0,2023000328921,250,250204,1,1,12,1,50.0,2,1,8,801,0,0,2,2,1,2,6,65,16700,37700,2000,0,209
